,product_id,ordered_at,quantity_ordered,old_price,new_price,updated_at
291,4085861,2018-09-16 13:36:00,1,60000,53500,2018-09-11 08:51:00
292,4085861,2018-09-16 13:36:00,1,62500,58000,2018-09-15 03:51:00
293,4085861,2018-09-16 13:36:00,1,67000,62500,2018-09-13 06:43:00
294,4085861,2018-09-15 07:56:00,1,53500,52000,2018-09-17 22:59:00
295,4085861,2018-09-15 07:56:00,1,53500,67000,2018-09-12 03:51:00
296,4085861,2018-09-15 07:56:00,1,58000,53500,2018-09-17 03:35:00
297,4085861,2018-09-15 07:56:00,1,60000,53500,2018-09-11 08:51:00
298,4085861,2018-09-15 07:56:00,1,62500,58000,2018-09-15 03:51:00
299,4085861,2018-09-15 07:56:00,1,67000,62500,2018-09-13 06:43:00
300,4085861,2018-09-15 11:53:00,1,53500,52000,2018-09-17 22:59:00
301,4085861,2018-09-15 11:53:00,1,53500,67000,2018-09-12 03:51:00
302,4085861,2018-09-15 11:53:00,1,58000,53500,2018-09-17 03:35:00
303,4085861,2018-09-15 11:53:00,1,60000,53500,2018-09-11 08:51:00
304,4085861,2018-09-15 11:53:00,1,62500,58000,2018-09-15 03:51:00
305,4085861,2018-09-15 11:53:00,1,67000,62500,2018-09-13 06:43:00
306,4085861,2018-09-17 01:46:00,1,53500,52000,2018-09-17 22:59:00
307,4085861,2018-09-17 01:46:00,1,53500,67000,2018-09-12 03:51:00
308,4085861,2018-09-17 01:46:00,1,58000,53500,2018-09-17 03:35:00
309,4085861,2018-09-17 01:46:00,1,60000,53500,2018-09-11 08:51:00
310,4085861,2018-09-17 01:46:00,1,62500,58000,2018-09-15 03:51:00
311,4085861,2018-09-17 01:46:00,1,67000,62500,2018-09-13 06:43:00
312,4085861,2018-09-15 08:18:00,1,53500,52000,2018-09-17 22:59:00
313,4085861,2018-09-15 08:18:00,1,53500,67000,2018-09-12 03:51:00
314,4085861,2018-09-15 08:18:00,1,58000,53500,2018-09-17 03:35:00
315,4085861,2018-09-15 08:18:00,1,60000,53500,2018-09-11 08:51:00
316,4085861,2018-09-15 08:18:00,1,62500,58000,2018-09-15 03:51:00
317,4085861,2018-09-15 08:18:00,1,67000,62500,2018-09-13 06:43:00
318,4085861,2018-09-16 20:40:00,1,53500,52000,2018-09-17 22:59:00
319,4085861,2018-09-16 20:40:00,1,53500,67000,2018-09-12 03:51:00
320,4085861,2018-09-16 20:40:00,1,58000,53500,2018-09-17 03:35:00
321,4085861,2018-09-16 20:40:00,1,60000,53500,2018-09-11 08:51:00
322,4085861,2018-09-16 20:40:00,1,62500,58000,2018-09-15 03:51:00
323,4085861,2018-09-16 20:40:00,1,67000,62500,2018-09-13 06:43:00
324,4085861,2018-09-15 21:05:00,1,53500,52000,2018-09-17 22:59:00
325,4085861,2018-09-15 21:05:00,1,53500,67000,2018-09-12 03:51:00
326,4085861,2018-09-15 21:05:00,1,58000,53500,2018-09-17 03:35:00
327,4085861,2018-09-15 21:05:00,1,60000,53500,2018-09-11 08:51:00
328,4085861,2018-09-15 21:05:00,1,62500,58000,2018-09-15 03:51:00
329,4085861,2018-09-15 21:05:00,1,67000,62500,2018-09-13 06:43:00
330,4085861,2018-09-18 14:40:00,1,53500,52000,2018-09-17 22:59:00
331,4085861,2018-09-18 14:40:00,1,53500,67000,2018-09-12 03:51:00
332,4085861,2018-09-18 14:40:00,1,58000,53500,2018-09-17 03:35:00
333,4085861,2018-09-18 14:40:00,1,60000,53500,2018-09-11 08:51:00
334,4085861,2018-09-18 14:40:00,1,62500,58000,2018-09-15 03:51:00
335,4085861,2018-09-18 14:40:00,1,67000,62500,2018-09-13 06:43:00
336,4085861,2018-09-18 20:23:00,1,53500,52000,2018-09-17 22:59:00
337,4085861,2018-09-18 20:23:00,1,53500,67000,2018-09-12 03:51:00
338,4085861,2018-09-18 20:23:00,1,58000,53500,2018-09-17 03:35:00
339,4085861,2018-09-18 20:23:00,1,60000,53500,2018-09-11 08:51:00
340,4085861,2018-09-18 20:23:00,1,62500,58000,2018-09-15 03:51:00
341,4085861,2018-09-18 20:23:00,1,67000,62500,2018-09-13 06:43:00
342,4085861,2018-09-18 06:53:00,1,53500,52000,2018-09-17 22:59:00
343,4085861,2018-09-18 06:53:00,1,53500,67000,2018-09-12 03:51:00
344,4085861,2018-09-18 06:53:00,1,58000,53500,2018-09-17 03:35:00
